,YEAR,START_DATE,offensegroup,OFFENSE,offense-text,offensekey,START_TIME
21810,2022,2022-10-13,property,theft/other,theft/other,property|theft/other,03:30:00
21811,2022,2022-10-06,property,theft/other,theft/other,property|theft/other,15:35:00
21812,2022,2022-10-14,property,theft/other,theft/other,property|theft/other,19:25:00
21813,2022,2022-10-27,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,00:44:00
21814,2022,2022-10-26,property,theft/other,theft/other,property|theft/other,18:45:00
21815,2022,2022-11-01,property,theft f/auto,theft f/auto,property|theft f/auto,10:00:00
21816,2022,2022-10-30,property,theft/other,theft/other,property|theft/other,10:56:00
21817,2022,2022-11-01,property,theft/other,theft/other,property|theft/other,15:51:00
21818,2022,2022-10-31,property,theft/other,theft/other,property|theft/other,08:19:00
21819,2022,2022-11-01,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,16:30:00
21820,2022,2022-11-01,property,theft/other,theft/other,property|theft/other,00:00:00
21821,2022,2022-11-01,property,theft/other,theft/other,property|theft/other,17:37:00
21822,2022,2022-11-13,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,05:20:00
21823,2022,2022-11-18,property,burglary,burglary,property|burglary,15:34:00
21824,2022,2022-11-18,property,theft/other,theft/other,property|theft/other,19:50:00
21826,2022,2022-11-30,property,theft f/auto,theft f/auto,property|theft f/auto,05:00:00
21827,2022,2022-11-29,property,theft/other,theft/other,property|theft/other,13:55:00
21828,2022,2022-11-29,property,theft f/auto,theft f/auto,property|theft f/auto,09:00:00
21829,2022,2022-11-29,property,theft f/auto,theft f/auto,property|theft f/auto,18:30:00
21830,2022,2022-11-30,property,theft f/auto,theft f/auto,property|theft f/auto,01:15:00
21831,2023,2023-01-03,property,theft/other,theft/other,property|theft/other,16:10:00
21832,2023,2023-01-03,property,theft f/auto,theft f/auto,property|theft f/auto,16:33:00
21833,2023,2022-06-20,property,theft/other,theft/other,property|theft/other,16:36:00
21834,2023,2023-01-03,property,theft f/auto,theft f/auto,property|theft f/auto,09:30:00
21835,2023,2023-01-03,property,theft f/auto,theft f/auto,property|theft f/auto,19:00:00
21836,2023,2023-01-03,property,theft/other,theft/other,property|theft/other,11:30:00
21837,2023,2023-02-04,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,22:38:00
21838,2022,2022-12-03,property,theft/other,theft/other,property|theft/other,11:40:00
21839,2023,2023-02-04,property,theft f/auto,theft f/auto,property|theft f/auto,22:56:00
21840,2023,2023-02-04,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,23:13:00
21841,2023,2023-01-14,property,theft/other,theft/other,property|theft/other,21:15:00
21842,2023,2023-01-15,property,theft f/auto,theft f/auto,property|theft f/auto,13:15:00
21843,2023,2023-01-21,property,theft/other,theft/other,property|theft/other,21:47:00
21844,2023,2023-01-22,property,theft f/auto,theft f/auto,property|theft f/auto,20:55:00
21845,2023,2023-01-23,property,theft f/auto,theft f/auto,property|theft f/auto,11:30:00
21846,2022,2022-12-26,property,theft/other,theft/other,property|theft/other,11:00:00
21847,2022,2022-11-13,property,theft/other,theft/other,property|theft/other,15:25:00
21848,2022,2022-11-12,property,theft/other,theft/other,property|theft/other,00:00:00
21849,2022,2022-11-15,property,theft f/auto,theft f/auto,property|theft f/auto,10:35:00
21850,2022,2022-11-14,property,theft f/auto,theft f/auto,property|theft f/auto,12:45:00
21851,2022,2022-11-10,property,theft/other,theft/other,property|theft/other,18:55:00
21852,2022,2022-11-14,property,theft f/auto,theft f/auto,property|theft f/auto,20:30:00
21853,2022,2022-10-29,property,theft f/auto,theft f/auto,property|theft f/auto,15:11:00
21854,2022,2022-10-26,property,theft/other,theft/other,property|theft/other,20:00:00
21855,2022,2022-10-26,property,theft/other,theft/other,property|theft/other,12:00:00
21856,2022,2022-11-10,property,theft/other,theft/other,property|theft/other,00:00:00
21857,2022,2022-11-10,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,12:30:00
21858,2022,2022-12-27,violent,robbery,robbery,violent|robbery,00:30:00
21859,2022,2022-12-27,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,03:16:00
21860,2022,2022-11-10,property,theft/other,theft/other,property|theft/other,16:40:00
21861,2022,2022-11-10,property,theft/other,theft/other,property|theft/other,16:26:00
21862,2022,2022-11-10,property,theft/other,theft/other,property|theft/other,17:22:00
21863,2022,2022-11-14,property,theft f/auto,theft f/auto,property|theft f/auto,19:00:00
21864,2022,2022-11-21,property,theft f/auto,theft f/auto,property|theft f/auto,23:00:00
